id,county_name,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_ht_own,hh_type1_h_own,hh_type1_ht_rent,hh_type1_h_rent,rate,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips
'13059','Clarke',40627,2.65,1.13154,56.63017,31.25468,63.94096,37.81307,50.43391,25.69613,25.37549,1.75104,20134.68112,34.6028
'19183','Washington',51226,2.34,1.22725,49.52287,24.15259,52.42193,26.87094,39.82103,15.05551,25.37028,2.03011,28972.94993,9.0913
'06035','Lassen',50317,2.38,0.65669,55.95372,30.59042,62.44497,36.11851,44.56663,20.89293,25.3633,1.93971,26702.35286,1.8261
'27055','Houston',49573,2.37,1.19281,50.86744,25.5048,53.87225,28.45285,37.45353,12.34431,25.36264,2.02109,27897.85206,1.60615
'48291','Liberty',55207,2.87,1.28819,48.72736,23.37338,50.6249,25.06484,41.61732,17.03548,25.35399,2.19212,31811.89907,10.69624
'21191','Pendleton',53651,2.53,1.15649,47.46024,22.1147,50.22279,24.65203,38.52697,13.90972,25.34553,2.12059,30344.0374,7.46362
'16069','Nez Perce',43103,2.36,1.04046,51.83183,26.50832,57.07728,31.33066,40.89438,16.45313,25.3235,1.8084,22340.89293,6.18778
'40153','Woodward',49672,2.48,1.10882,47.44013,22.11849,50.57015,24.75671,39.14401,15.12588,25.32164,2.02353,27021.35978,0
'31119','Madison',45400,2.44,1.18988,48.29147,22.97412,52.45244,26.71433,39.47564,15.04976,25.31735,1.896,23862.5796,2.49571
'39083','Knox',45655,2.52,1.0599,52.33304,27.0188,55.7701,30.1436,41.99134,17.61665,25.31424,1.90002,24244.0217,10.87149
'06031','Kings',48684,3.3,1.18557,55.64949,30.34813,62.41291,37.22478,47.04267,21.59722,25.30136,1.90971,25063.66888,26.85124
'17049','Effingham',49509,2.52,1.19531,48.18237,22.88591,50.83846,25.18374,38.17238,14.22613,25.29646,2.01816,26840.47981,1.62111
'51181','Surry',57605,2.58,1.24044,50.09248,24.80234,54.03379,28.70668,38.77889,13.59485,25.29014,2.24586,32576.08284,11.73373
'22019','Calcasieu',44368,2.6,1.11906,50.09424,24.80999,52.70292,26.94081,43.41218,19.35193,25.28425,1.86173,23464.97204,11.84216
'47021','Cheatham',51574,2.52,1.15799,52.00062,26.74272,54.04927,28.74423,43.33591,18.27742,25.25789,2.05135,28721.73913,7.88878
'08093','Park',60137,2.49,1.19028,52.66561,27.41095,53.08075,27.80776,49.63581,24.51502,25.25466,2.27962,33765.58393,6.04405
'39107','Mercer',49719,2.6,1.2084,49.73415,24.49995,52.05613,26.62094,39.67593,15.31239,25.23419,2.0089,27312.39263,2.15138
'36037','Genesee',49750,2.48,1.17753,51.55943,26.32568,55.276,29.62466,41.12021,17.05941,25.23375,1.94822,26263.50742,0.1811
'48181','Grayson',46875,2.55,1.0902,52.26376,27.04236,56.11121,30.47229,43.10119,18.87409,25.2214,1.91757,25653.87152,11.96903
'48091','Comal',49221,2.77,1.20725,55.45477,30.23724,58.81662,33.19711,44.84747,20.89829,25.21752,1.99394,27305.63952,17.21707
'20079','Harvey',48611,2.53,1.167,48.48947,23.2721,51.3425,25.88317,40.37405,15.8449,25.21738,1.95539,26620.2358,2.33754
'54107','Wood',41687,2.39,0.97621,49.59582,24.38736,52.50181,26.8322,41.59054,17.65246,25.20845,1.74306,21319.64705,15.58189
'31155','Saunders',55158,2.53,1.25129,51.45201,26.26186,53.71973,28.40113,40.53126,15.95969,25.19015,2.15308,31281.79825,1.06972
'18035','Delaware',38066,2.37,0.98862,51.88194,26.69767,55.03432,28.98031,45.6406,22.17831,25.18427,1.66388,19934.05689,43.06013
'06007','Butte',43170,2.5,0.94215,61.28194,36.09995,68.85985,42.6266,49.31949,25.797,25.18199,1.73826,21339.84267,14.64127
'18179','Wells',48866,2.54,1.14527,48.0346,22.85535,50.43369,24.95593,39.51411,15.39504,25.17925,1.96045,26754.53177,3.9893
'18173','Warrick',46284,2.43,1.12086,52.54254,27.36926,54.53367,29.19205,42.26309,17.95889,25.17328,1.88106,24879.93774,7.15874
'37089','Henderson',44059,2.26,0.96962,54.45762,29.29658,57.20824,31.87802,45.3563,20.75507,25.16104,1.80305,23172.4693,5.80903
'39155','Trumbull',41474,2.39,0.96399,52.71502,27.56691,56.32353,30.85274,42.09569,17.89717,25.14811,1.72736,21624.59299,16.13459
'13159','Jasper',57550,2.69,1.20688,49.54874,24.40265,52.79254,27.63838,41.80846,16.68162,25.14609,2.23314,32313.46333,11.00649
'19085','Harrison',55158,2.53,1.25129,47.12778,21.98236,49.75896,24.38375,36.95792,12.7007,25.14542,2.13979,31390.60119,1.26364
'42005','Armstrong',47497,2.33,1.04457,49.25765,24.1376,52.40996,27.00142,39.03875,14.85392,25.12004,1.87705,25683.80663,8.50502
'37145','Person',50889,2.37,1.08865,48.46068,23.34681,51.2173,25.83674,40.6601,16.3009,25.11387,2.00274,27989.99766,12.15185
'39139','Richland',42664,2.45,1.01022,52.1026,26.99164,56.33687,30.78425,41.6183,17.60093,25.11096,1.77781,22216.72243,5.88131
'36075','Oswego',49920,2.47,1.09591,51.23743,26.14468,54.76486,29.15137,41.38595,17.74755,25.09275,1.94217,26203.74114,6.99183
'51121','Montgomery',41377,2.32,0.98323,56.29861,31.2084,62.81653,36.32593,47.86429,24.58621,25.09021,1.71703,21063.052,32.57837
'12105','Polk',44010.68867,2.58087,1.02261,56.69512,31.62955,60.01095,34.68855,48.13989,23.73696,25.06557,1.78466,22980.2937,7.88453
'36115','Washington',50149,2.32,1.02278,53.02167,27.95691,56.88484,31.42168,42.03163,18.10029,25.06475,1.9457,26368.25764,3.14835
'51097','King and Queen',57543,2.53,1.16163,49.64241,24.57981,51.58743,26.5261,41.66855,16.60076,25.0626,2.20658,32530.69926,7.29274
'22017','Caddo',41124,2.55,1.09765,52.42581,27.36427,56.70503,30.99502,44.99337,21.05814,25.06154,1.75181,20777.28863,19.53734
'18099','Marshall',50141,2.63,1.18489,49.18113,24.13173,51.68401,26.3752,40.1743,16.05839,25.04941,2.00375,27249.27034,6.0139
'08101','Pueblo',40699,2.47,0.98036,55.30618,30.26232,59.69775,34.04927,45.12136,21.47972,25.04386,1.71546,20700.92078,17.54654
'19011','Benton',53334,2.38,1.17776,48.41557,23.37269,51.02014,25.8248,37.40322,13.00494,25.04288,2.07651,29955.71877,0.4633
'26145','Saginaw',42954,2.57,0.97077,53.88482,28.84349,57.17079,31.66518,44.28475,20.59986,25.04133,1.77798,22262.34527,2.8914
'27099','Mower',44497,2.4,1.10754,51.29476,26.2772,54.66108,29.10646,41.33721,17.9083,25.01755,1.8626,23341.6932,8.4287
'30013','Cascade',42389,2.37,1.09448,51.7265,26.71262,56.99565,31.31928,41.10964,17.43062,25.01388,1.75402,21652.73377,25.50303
'26005','Allegan',50240,2.62,1.13003,53.14132,28.13614,55.58691,30.41696,41.03582,16.84621,25.00518,2.00034,27309.82322,8.39875
'33019','Sullivan',50689,2.37,1.13742,54.33036,29.3308,58.50226,33.06784,42.64051,18.85944,24.99956,1.99435,27490.30472,3.28406
'17011','Bureau',50295,2.45,1.10078,48.68158,23.69434,51.63141,26.43706,39.7539,15.39346,24.98724,1.98979,27551.0046,1.67281
'21017','Bourbon',48545,2.36,1.13589,49.27559,24.29188,55.35554,29.9408,39.59958,15.30184,24.98371,1.92487,26506.09029,6.30634
'18159','Tipton',46164,2.36,0.93161,50.09388,25.12036,52.55333,27.53525,41.1143,16.30348,24.97351,1.88667,24139.73641,14.19998
'36073','Orleans',51810,2.45,1.09902,50.87496,25.90367,54.28456,28.9803,39.64514,15.77051,24.9713,1.985,27415.88715,4.84426
'48473','Waller',55207,2.87,1.28819,52.39,27.41874,56.7285,31.59684,42.92568,18.30432,24.97127,2.16874,31159.46452,10.01717
'39149','Shelby',48475,2.63,1.19654,50.66165,25.69868,53.81225,28.49647,41.06648,17.17797,24.96298,1.95827,25952.28104,7.34035
'54069','Ohio',37739,2.28,0.94018,50.67224,25.7155,54.84701,29.40435,40.91634,17.09511,24.95674,1.62859,19406.86419,13.3207
'27083','Lyon',46872,2.35,1.19914,49.48411,24.53121,54.70506,29.05288,38.2838,14.83102,24.95291,1.93785,24904.43887,1.81008
'41027','Hood River',51307,2.61,1.17995,55.8837,30.93401,62.57118,37.25183,41.48133,17.32775,24.94969,2.02225,26038.13493,0.01385
'17001','Adams',43261,2.4,1.09803,49.50621,24.5628,52.85492,27.42641,40.07351,16.49652,24.94341,1.79822,21985.36428,22.19992
'05045','Faulkner',46820,2.47,1.13088,49.28736,24.34706,53.10142,27.49927,41.76505,18.13007,24.9403,1.90046,25135.47245,4.85428
'37037','Chatham',50889,2.37,1.08865,53.34285,28.41469,56.26269,31.2186,42.26718,17.77873,24.92816,2.00579,27462.97144,14.78388
'18095','Madison',43256,2.45,1.00815,50.47935,25.5607,53.2069,27.9961,42.93347,18.82306,24.91865,1.77808,22318.0922,14.09959
'37125','Moore',48319,2.49,0.94371,52.86548,27.95014,56.11233,31.03591,42.4242,18.0269,24.91533,1.93988,25465.29308,6.13621
'28033','DeSoto',46260,2.67,1.1527,54.71955,29.80816,56.83725,31.75093,47.41113,23.10346,24.91139,1.88612,24597.13111,9.52008
'51515','Bedford',44560,2.41,1.06889,53.074,28.16383,58.82125,33.85325,41.62896,16.83393,24.91017,1.80421,23195.95573,25.75152
'21101','Henderson',46284,2.43,1.12086,47.40249,22.50142,51.3821,25.8831,39.09387,15.44116,24.90107,1.86875,24425.1413,16.2308
'13127','Glynn',46440,2.52,1.07015,53.53923,28.64285,58.29585,32.87106,44.88577,20.9507,24.89638,1.88239,24119.48598,6.4217
'17103','Lee',48502,2.52,1.10695,50.55367,25.65866,54.64592,29.38243,38.83094,14.99148,24.89501,1.91748,26340.41901,7.77938
'39135','Preble',47381,2.38,1.05352,51.70901,26.82736,54.48869,29.52179,41.46652,16.89902,24.88165,1.92022,25070.4074,6.2827
'35015','Eddy',46583,2.68,1.11418,46.61409,21.73999,48.84653,23.68989,40.02452,15.98443,24.87409,1.92502,24228.06363,6.70942
'28047','Harrison',45353,2.64,1.14301,54.46602,29.60115,58.27649,32.86541,46.90517,23.1241,24.86487,1.86865,23666.14176,7.96223
'16005','Bannock',44465,2.67,1.17458,50.17318,25.30852,53.83451,28.42343,41.11167,17.59935,24.86466,1.84466,22427.74411,11.95035
'17123','Marshall',52451,2.42,1.09508,49.12588,24.26456,51.24702,26.33391,39.46542,14.84,24.86132,2.03636,29085.02041,0.97926
'19077','Guthrie',57454,2.47,1.24774,45.10813,20.24785,47.65313,22.73843,35.47832,10.82396,24.86028,2.20375,32328.69906,0.41584
'19105','Jones',53334,2.38,1.17776,47.85436,22.99472,50.17777,25.21489,39.03175,14.56415,24.85964,2.06877,29604.72584,0.92517
'36051','Livingston',51810,2.45,1.09902,51.38853,26.53439,54.65739,29.57742,41.21261,17.0615,24.85414,1.97903,27225.51597,6.42527
'29013','Bates',55749,2.5,1.17953,47.36893,22.51646,50.4068,25.23193,38.3629,14.46624,24.85247,2.15067,31132.901,0.50615
'37051','Cumberland',43741,2.6,1.1056,52.92158,28.07523,57.39244,32.14487,46.64378,22.3608,24.84635,1.79875,22174.96502,7.04121
'16081','Teton',62665,2.65,1.37161,52.67312,27.83017,60.1734,35.02233,41.55304,17.1669,24.84295,2.31808,34450.12098,0
'19015','Boone',49578,2.38,1.18318,50.62411,25.78732,54.64189,29.64301,38.3521,14.01037,24.83679,1.94996,26975.87168,4.22527
'41053','Polk',46997,2.63,1.06785,56.39195,31.56472,61.97105,36.89014,43.99512,19.73156,24.82723,1.84272,23695.46104,12.97102
'37097','Iredell',48962,2.64,1.14277,53.18263,28.35603,56.57976,31.54748,43.13908,18.92055,24.8266,1.94579,25902.10643,12.90557
'56033','Sheridan',48141,2.28,1.11533,51.63809,26.81245,55.8525,30.54821,41.61104,17.92421,24.82565,1.94446,25107.39103,1.06598
'17137','Morgan',45461,2.31,1.03007,49.01025,24.18713,53.08797,27.73874,39.33217,15.75773,24.82311,1.82986,23951.32811,8.42296
'51750','Radford',41377,2.32,0.98323,53.46915,28.65889,57.64653,32.76818,49.00666,24.26915,24.81026,1.69067,21046.31974,13.05264
'21077','Gallatin',53651,2.53,1.15649,46.7857,21.97611,49.40041,24.47617,39.57955,15.08593,24.80959,2.08561,29540.2604,5.50946
'22075','Plaquemines',47647,2.6,1.1469,56.5644,31.75742,59.99075,34.90677,48.00861,23.89331,24.80699,1.91213,25637.34401,6.3702
'13199','Meriwether',57550,2.69,1.20688,45.95713,21.15359,48.26296,23.33786,39.89048,15.40677,24.80354,2.20109,31898.03172,11.80198
'30093','Silver Bow',37986,2.19,0.97674,51.97723,27.17596,56.7085,31.35044,42.86435,19.13553,24.80126,1.64849,19178.65225,14.08547
'51183','Sussex',57543,2.53,1.16163,48.24469,23.44363,52.29865,27.45634,40.00723,15.29002,24.80105,2.19635,31981.40499,4.93829
'53017','Douglas',48685,2.64,1.13618,52.43922,27.64313,56.63382,31.6878,41.7127,17.30002,24.79609,1.93475,24376.29712,4.95605
'21185','Oldham',47823,2.47,1.11657,57.41087,32.61831,60.31423,35.40627,40.76928,16.63819,24.79256,1.9071,25425.3687,10.79985
'18047','Franklin',53651,2.53,1.15649,49.84295,25.05377,52.96893,28.07759,38.33483,13.92177,24.78918,2.081,29570.6084,4.75705
'29219','Warren',53227,2.47,1.12915,51.45883,26.68236,54.28234,29.3625,41.20878,16.95277,24.77648,2.0583,29426.36678,3.23811
'39117','Morrow',52910,2.5,1.16066,50.59767,25.82267,52.7293,27.82848,40.83798,16.63904,24.775,2.06562,29120.07334,3.46749
'39003','Allen',43632,2.51,1.07746,50.54982,25.77613,53.90538,28.63137,42.26003,18.72236,24.77369,1.80104,22250.88618,10.50577
'39015','Brown',53651,2.53,1.15649,49.31392,24.54719,51.86883,26.9647,39.29317,15.06537,24.76672,2.08426,29667.207,5.9952
'39169','Wayne',48375,2.64,1.18148,51.10901,26.3485,54.50153,29.51417,40.56896,16.51325,24.76051,1.94621,25538.15724,9.80337
'22005','Ascension',48536,2.64,1.17688,52.12816,27.37868,54.40198,29.57698,42.53681,18.10591,24.74947,1.94925,25929.35997,8.34545
'40147','Washington',44823,2.34,1.03111,49.1481,24.39916,51.73542,26.66316,41.68025,17.86454,24.74894,1.8205,23181.93771,4.87171
'26091','Lenawee',48618,2.57,1.08281,53.0013,28.25551,55.95655,30.96637,41.30962,17.53068,24.7458,1.91853,26099.49389,8.97011
'22103','St. Tammany',47647,2.6,1.1469,56.9939,32.24852,59.24434,34.39809,47.76595,23.43419,24.74538,1.90207,25668.74462,6.24353
'20161','Riley',43104,2.54,1.21701,53.67831,28.94457,60.70604,34.86522,48.21286,24.34008,24.73374,1.79463,21443.83192,14.47098
'18037','Dubois',49695,2.49,1.16344,49.20889,24.49064,51.70044,26.71255,39.72838,16.03608,24.71826,1.98995,26131.7591,3.63179
'51049','Cumberland',57543,2.53,1.16163,50.33524,25.62116,52.66045,27.81384,42.17321,17.92435,24.71408,2.17486,32095.51001,7.35935
'17129','Menard',52426,2.34,1.12331,49.88711,25.17319,52.21264,27.34844,38.91184,14.90719,24.71392,2.06494,28162.56743,2.75892
'46013','Brown',45694,2.33,1.19191,48.52601,23.82357,53.89551,28.52365,36.47291,13.27314,24.70244,1.86008,23400.34653,15.70661
'05035','Crittenden',46260,2.67,1.1527,49.0389,24.34566,53.2125,28.00923,43.22946,19.24614,24.69324,1.87392,24305.70256,9.21965
'47147','Robertson',51574,2.52,1.15799,50.61353,25.93581,53.57195,28.63105,40.42482,16.65349,24.67772,2.01414,27877.62325,9.95914
'51007','Amelia',57543,2.53,1.16163,49.22344,24.54587,50.84353,26.11202,41.17235,16.76285,24.67757,2.18034,31905.0011,5.91711
'51520','Bristol',37749,2.31,0.93938,51.19664,26.52153,55.76771,30.72475,43.81283,19.73192,24.67512,1.61999,19005.57684,18.75562
'12001','Alachua',40528,2.34,1.03661,59.11686,34.45794,65.23635,38.75504,51.67486,29.23219,24.65892,1.6647,19578.52726,94.09176
'21005','Anderson',49486,2.33,1.07573,49.0713,24.42742,52.12991,27.2772,39.24006,15.26739,24.64389,1.94127,26545.3992,3.30178
'48041','Brazos',38426,2.59,1.14203,57.34503,32.7063,64.18574,37.67733,51.2423,28.27155,24.63873,1.69317,19263.67546,4.9215
'30063','Missoula',42887,2.35,1.12135,57.43717,32.79912,65.89314,39.76079,44.35982,22.03273,24.63805,1.75653,21514.21961,17.77311
'48071','Chambers',55207,2.87,1.28819,51.59626,26.96894,53.51709,28.8431,39.57031,15.23516,24.62732,2.14563,30611.04291,9.30615
'31043','Dakota',45542,2.54,1.20542,50.91057,26.28421,55.58508,30.52645,41.3385,17.59731,24.62636,1.86258,23027.01829,14.98479
'12053','Hernando',46475,2.4,1.02535,55.66544,31.04084,57.14166,32.46829,48.26542,23.88531,24.6246,1.82715,24266.69464,5.20636
'54061','Monongalia',39749,2.42,1.05757,53.85359,29.23645,59.50687,33.58527,45.65583,22.9303,24.61713,1.69244,20077.03347,24.13627
'42119','Union',45474,2.34,0.84305,53.07909,28.46568,57.3545,32.41099,41.11773,17.42784,24.61341,1.79775,23468.29754,7.89247
'47009','Blount',46218,2.36,1.05657,52.31496,27.70595,55.63026,30.78025,41.75983,17.91806,24.60902,1.85056,24063.90437,4.69318
'40017','Canadian',46999,2.53,1.15972,51.34456,26.73688,53.37053,28.64334,44.22457,20.03694,24.60767,1.87032,24667.32565,2.94706
'50003','Bennington',47396,2.3,1.05021,56.33521,31.7307,61.37734,36.29994,42.99623,19.64277,24.60451,1.90811,23974.67768,18.16732
'31019','Buffalo',48447,2.47,1.26323,49.73982,25.13887,54.81989,29.79554,40.1112,16.31274,24.60095,1.96398,24774.41992,3.48932
'48187','Guadalupe',49221,2.77,1.20725,51.83234,27.23679,53.88308,29.14476,44.29813,20.22712,24.59555,1.95521,26446.51666,16.25733
'31025','Cass',55158,2.53,1.25129,51.86517,27.29057,54.67874,29.93606,38.47837,14.70349,24.5746,2.11669,30230.75433,1.62251
'51125','Nelson',56592,2.43,1.09482,49.3914,24.81694,52.5218,27.95739,38.39607,13.78633,24.57446,2.15299,30965.98922,2.51139
'18133','Putnam',53085,2.54,1.17027,48.46418,23.8913,50.67826,25.78738,40.64034,17.19112,24.57289,2.05988,28665.64121,7.1569
'50021','Rutland',47027,2.26,1.05298,54.11377,29.54748,59.09691,33.93478,42.46231,19.28917,24.5663,1.88618,23816.81354,19.08549
'29027','Callaway',51164,2.43,1.13188,47.1013,22.55457,49.79369,24.92814,38.83782,15.26963,24.54672,2.02643,26852.34038,5.15451
'19045','Clinton',46170,2.42,1.13456,48.74014,24.21235,52.09661,27.19772,38.53971,15.13972,24.52779,1.8657,23514.35415,9.86399
'19129','Mills',55158,2.53,1.25129,49.5999,25.07346,51.94323,27.30093,38.58457,14.60275,24.52643,2.12191,30009.30768,1.33796
'39055','Geauga',48514,2.41,1.07199,61.17032,36.6439,63.82434,39.25843,43.4314,19.16899,24.52642,1.92768,25455.54435,14.74756
'27015','Brown',47696,2.29,1.11848,49.86792,25.36515,53.04087,28.37804,37.39637,13.52271,24.50277,1.92587,25080.59735,0.53553
'29113','Lincoln',53227,2.47,1.12915,50.21517,25.71848,52.58797,27.95579,39.37741,15.49957,24.49669,2.04492,28920.06989,3.61007
'22121','West Baton Rouge',48536,2.64,1.17688,50.74957,26.25348,54.30024,29.59283,40.85741,16.95004,24.49609,1.93905,25468.27989,11.99388
'21081','Grant',53651,2.53,1.15649,48.01163,23.52799,51.3323,26.66588,40.11731,16.06823,24.48363,2.05873,29141.80781,5.63972
'13231','Pike',57550,2.69,1.20688,50.84891,26.37143,52.54679,28.06832,42.47282,18.00019,24.47748,2.18049,31332.66955,12.25941
'01003','Baldwin',50147,2.5,1.06305,54.41676,29.94245,57.11141,32.47985,45.53145,21.57564,24.47431,1.97167,26872.16064,4.81513
'06029','Kern',47089,3.14,1.1382,56.18085,31.70849,62.41281,37.4317,46.32352,22.65586,24.47236,1.84278,22574.49034,30.04652
'53015','Cowlitz',45877,2.5,0.96934,54.91301,30.45308,60.39014,35.12835,43.65969,20.84727,24.45993,1.79142,22646.64887,32.02181
'53007','Chelan',48685,2.64,1.13618,53.04246,28.59442,58.30982,33.33028,41.8352,18.51801,24.44805,1.90906,23928.90977,22.39589
'47001','Anderson',46218,2.36,1.05657,49.79096,25.34487,53.43507,28.65479,40.53075,16.93387,24.44609,1.83962,23881.07156,4.99115
'55031','Douglas',45479,2.22,1.00101,51.16317,26.7228,56.42688,30.86783,38.98931,17.1362,24.44037,1.7993,23600.61375,26.77449
'05143','Washington',45466,2.59,1.15832,50.75537,26.32339,57.25579,31.8768,42.39622,19.18205,24.43197,1.84755,23187.28578,13.0104
'42013','Blair',42363,2.39,1.03764,50.31368,25.88209,53.92592,29.09542,40.56569,17.21061,24.43159,1.71835,20611.59561,35.349
'55111','Sauk',50390,2.37,1.19924,52.56818,28.14094,56.94507,32.28572,40.84393,17.03842,24.42724,1.95865,26796.06729,5.1359
'27067','Kandiyohi',49512,2.39,1.16329,50.60558,26.18301,54.86283,29.88991,37.31043,14.60657,24.42257,1.98498,26075.63989,3.09227
'21059','Daviess',42799,2.46,1.03999,48.8109,24.39205,52.9136,27.77704,39.41814,16.64242,24.41885,1.75209,21107.71144,21.93564
'12089','Nassau',52838,2.57,1.16373,53.10509,28.68765,55.2301,30.73014,44.91722,20.81774,24.41743,2.0282,27889.46138,8.29506
'36011','Cayuga',48415,2.34,1.0299,50.02628,25.61489,54.25012,29.04016,39.25919,16.88343,24.4114,1.85617,24310.00329,12.68021
'08039','Elbert',60137,2.49,1.19028,59.87289,35.46495,61.41572,37.09637,43.61293,18.27141,24.40794,2.22207,32260.04421,11.43901
'39143','Sandusky',48056,2.51,1.15364,49.03906,24.65914,52.42124,27.79967,38.52063,14.89224,24.37992,1.89878,25068.00761,9.15219
'48497','Wise',56349,2.75,1.25952,50.22298,25.84404,52.12523,27.60722,42.11263,18.32664,24.37894,2.17006,30898.8989,5.40066
'31079','Hall',46066,2.53,1.23677,49.34901,24.97498,54.06701,29.37442,39.8199,16.08927,24.37403,1.88314,22744.67205,7.26616
'26087','Lapeer',52409,2.58,1.05891,54.2568,29.88338,56.70965,32.12143,41.01932,17.80517,24.37342,2.01379,28116.16651,9.69673
'41029','Jackson',44142,2.37,0.95096,59.09041,34.73254,66.09396,40.85677,46.99059,24.15191,24.35786,1.73307,21263.93109,11.73962
'46135','Yankton',47124,2.27,1.0356,47.2984,22.94115,51.81265,26.96527,36.68739,13.48221,24.35726,1.88674,23942.90953,2.97277
'21239','Woodford',48545,2.36,1.13589,50.99992,26.65066,54.17495,29.80616,42.49228,18.19538,24.34925,1.90104,25389.58882,9.46666
'48183','Gregg',44276,2.59,1.08277,49.96302,25.61537,53.9551,29.15902,43.1429,19.56136,24.34765,1.81127,22242.14722,16.29299
'40031','Comanche',44012,2.48,1.06712,48.77565,24.42942,53.23154,28.19547,42.42174,19.05918,24.34623,1.78918,21820.34762,11.80355
'49003','Box Elder',55135,3.05,1.24618,47.98863,23.64544,50.38085,25.85874,37.46239,13.90647,24.3432,2.1121,29244.79205,52.51234
'21049','Clark',48545,2.36,1.13589,48.35624,24.03161,52.65053,27.91087,40.30286,16.75657,24.32463,1.88542,25602.76156,9.77639
'20055','Finney',50454,2.98,1.44138,48.38207,24.06834,51.84431,27.35959,39.57533,15.69655,24.31373,2.0136,25603.87194,10.22054
'36117','Wayne',51810,2.45,1.09902,49.86957,25.5582,53.0558,28.48246,39.63083,16.16128,24.31137,1.95517,26316.36176,6.19277
'51115','Mathews',57605,2.58,1.24044,49.45179,25.14261,50.97746,26.66531,42.0112,17.71649,24.30918,2.18061,30942.53111,8.43917
'48171','Gillespie',52682,2.27,0.96277,53.02329,28.72462,56.27689,31.78529,43.00633,19.30163,24.29867,2.05516,28220.46011,0.02115
'31141','Platte',49523,2.54,1.2808,46.57449,22.27795,49.50993,24.91837,38.32652,14.85894,24.29654,1.9887,24913.99944,2.19841
'17005','Bond',53227,2.47,1.12915,48.2215,23.95114,50.70471,26.14354,37.50802,14.49232,24.27036,2.03302,28535.00749,2.47905
'37053','Currituck',57605,2.58,1.24044,54.25517,29.98653,56.41663,32.17068,44.23362,19.85978,24.26864,2.1686,31040.59583,6.452
'23001','Androscoggin',44470,2.34,1.07803,53.81529,29.55237,59.96193,34.43366,40.78661,19.20577,24.26292,1.77831,21879.45592,33.69345
'48423','Smith',46139,2.62,1.11098,52.21299,27.96298,55.69259,30.76669,44.3254,21.6075,24.25001,1.87224,23236.31608,14.12173
'22089','St. Charles',47647,2.6,1.1469,52.9338,28.68644,54.67124,30.37842,45.25184,21.20545,24.24736,1.88078,24852.83636,5.4567
'29177','Ray',55749,2.5,1.17953,48.10992,23.87612,50.76335,26.28731,38.28841,14.95129,24.23379,2.10776,30167.28359,1.94778
'51036','Charles City',57543,2.53,1.16163,47.66242,23.45897,49.04369,24.86646,39.83634,15.48435,24.20344,2.16335,30859.10376,6.41254
'50013','Grand Isle',58075,2.4,1.21736,53.99821,29.81384,57.22402,33.01872,39.68724,15.59572,24.18437,2.17219,31127.78146,4.06508
'21029','Bullitt',47823,2.47,1.11657,51.28672,27.10288,53.50978,29.22791,41.59902,17.84236,24.18384,1.87035,24614.89019,12.55315
'01117','Shelby',47760,2.53,1.10176,54.94803,30.77083,57.38907,33.05223,44.80075,21.28718,24.1772,1.88516,24747.31762,5.28208
'47065','Hamilton',43623,2.46,1.08462,52.10687,27.93476,56.92993,32.13597,42.93103,19.94199,24.17211,1.76577,21389.80005,16.21794
'55141','Wood',47204,2.31,1.07798,49.16495,25.01884,52.56408,27.99011,38.18566,15.42157,24.14611,1.86922,23825.6747,8.1423
'42051','Fayette',47497,2.33,1.04457,47.40311,23.26641,50.7436,26.32892,38.37139,14.9863,24.13669,1.83741,24079.74475,12.32629
'18039','Elkhart',47258,2.78,1.2368,50.46391,26.33046,53.54205,29.10553,42.26294,18.93694,24.13345,1.90113,23333.54991,2.65759
'22109','Terrebonne',48058,2.82,1.20124,49.41076,25.30272,52.28088,27.78766,41.23496,18.22413,24.10804,1.92764,24108.11861,19.99586
'54039','Kanawha',42795,2.39,0.97496,48.13746,24.03601,51.37921,26.82234,40.07735,17.10824,24.10145,1.70697,20969.85795,26.5353
'49053','Washington',50050,2.9,1.06727,55.43887,31.33921,59.23374,34.77058,46.19153,22.97765,24.09966,1.96391,25247.66444,14.61058
'31177','Washington',55158,2.53,1.25129,51.90847,27.81097,54.88331,30.63067,38.81789,15.40305,24.0975,2.0947,29309.01912,1.75787
'37021','Buncombe',44059,2.26,0.96962,54.13524,30.03781,59.10347,34.52082,43.7727,20.68731,24.09743,1.76043,21596.84554,11.6993
'26017','Bay',44659,2.41,1.02653,52.27161,28.18207,55.37415,30.97353,40.02414,17.16263,24.08954,1.77178,22353.63958,7.7722
'53071','Walla Walla',45575,2.48,0.99819,53.04371,28.9615,59.51413,34.76828,42.59206,19.5818,24.08222,1.78503,21736.18803,30.49134
'17203','Woodford',52451,2.42,1.09508,51.26782,27.18806,53.74783,29.62703,38.92209,15.04665,24.07975,2.00931,27515.12578,2.8445
'51109','Louisa',57543,2.53,1.16163,51.29543,27.21889,53.82499,29.71494,42.20886,18.25268,24.07654,2.15233,30681.40356,8.49305
'12035','Flagler',48090,2.52,0.896,60.16257,36.09549,62.54445,38.42112,49.96695,26.14063,24.06709,1.83962,24683.60849,4.21356
'22095','St. John the Baptist',47647,2.6,1.1469,51.26461,27.20045,53.33061,29.28411,43.96175,19.83513,24.06417,1.84609,25026.73285,6.02076
